country,date,gdp,population,inflation,poverty,unemployment,life_expectancy,literacy,gdp_per_capita,population_millions,gdp_billions,high_unemployment,high_inflation,development_score
Botswana,1970-01-01 00:00:00.000001984,1240822167.43571,1083660.0,8.57746904251906,33.9,19.688342857142857,63.706,74.88500213623044,1145.0290381076259,1.08366,1.24082216743571,True,False,4.903131833898891
Botswana,1970-01-01 00:00:00.000001985,1114783342.71539,1121945.0,8.09457579975941,50.1,19.688342857142857,63.647,74.88500213623044,993.6167483391699,1.121945,1.11478334271539,True,False,4.986229267234101
Botswana,1970-01-01 00:00:00.000001986,1392602163.53829,1160650.0,10.0017155606022,33.9,19.688342857142857,63.363,74.88500213623044,1199.8467785622624,1.16065,1.39260216353829,True,False,4.656373530528415
Botswana,1970-01-01 00:00:00.000001987,1965226890.04557,1199167.0,9.80193387398675,33.9,19.688342857142857,62.837,74.88500213623044,1638.8266939013247,1.199167,1.9652268900455698,True,False,4.67008171513198
Botswana,1970-01-01 00:00:00.000001988,2644554158.72794,1235476.0,8.35167956821219,33.9,19.688342857142857,61.696,74.88500213623044,2140.5143918035965,1.235476,2.64455415872794,True,False,4.870930560052896
Botswana,1970-01-01 00:00:00.000001989,3083822112.02023,1270274.0,11.5750147473285,33.9,19.688342857142857,61.189,74.88500213623044,2427.6826196712127,1.270274,3.0838221120202296,True,False,4.35250761795236
Botswana,1970-01-01 00:00:00.000001990,3790636324.44775,1305696.0,11.3963461199556,33.9,19.688342857142857,60.104,74.88500213623044,2903.1538156261104,1.305696,3.79063632444775,True,False,4.342620324613289
Botswana,1970-01-01 00:00:00.000001991,3942876703.45184,1341756.0,11.7650160839535,33.9,13.82,58.911,68.5800018310547,2938.5944265960725,1.341756,3.94287670345184,True,True,4.9830338746988305
Botswana,1970-01-01 00:00:00.000001992,4146464586.61674,1380033.0,16.1676123963339,33.9,16.33,58.19,74.88500213623044,3004.612633623066,1.380033,4.14646458661674,True,True,4.09491628225718
Botswana,1970-01-01 00:00:00.000001993,4160129174.70569,1420115.0,14.3308033365888,42.1,18.761,57.316,74.88500213623044,2929.4311902245167,1.420115,4.16012917470569,True,True,3.994977269493773
Botswana,1970-01-01 00:00:00.000001994,4259259604.15623,1460023.0,10.5429209938218,33.9,21.2,55.97,74.88500213623044,2917.255141978058,1.460023,4.25925960415623,True,False,4.122336509664598
Botswana,1970-01-01 00:00:00.000001995,4730599121.92704,1498836.0,10.512546081579,33.9,21.394,54.713,74.88500213623044,3156.181945140789,1.498836,4.73059912192704,True,False,4.061799788823048
Botswana,1970-01-01 00:00:00.000001996,4847757217.75815,1535914.0,10.0828580652108,33.9,21.593,54.284,74.88500213623044,3156.268656811612,1.535914,4.84775721775815,True,False,4.077837508626014
Botswana,1970-01-01 00:00:00.000001997,5020265626.66489,1571691.0,8.71993127147747,33.9,21.031,53.594,74.88500213623044,3194.1810614585756,1.571691,5.02026562666489,True,False,4.3184867379060705
Botswana,1970-01-01 00:00:00.000001998,4790481509.17679,1606899.0,6.66139865665752,33.9,20.86,52.968,74.88500213623044,2981.1963970210886,1.606899,4.79048150917679,True,False,4.645585194679136
Botswana,1970-01-01 00:00:00.000001999,5484263346.88105,1641997.0,7.74929619202848,33.9,18.224,52.499,74.88500213623044,3339.9959603343063,1.641997,5.48426334688105,True,False,4.904421879858519
Botswana,1970-01-01 00:00:00.000002000,5788329609.15755,1677382.0,8.60148514851491,33.9,15.88,52.263,74.88500213623044,3450.8118062299163,1.677382,5.78832960915755,True,False,5.193639248799554
Botswana,1970-01-01 00:00:00.000002001,5489608299.66445,1712254.0,6.55903767014862,33.9,18.54,52.21,74.88500213623044,3206.0712368985264,1.712254,5.489608299664449,True,False,5.063740044798215
Botswana,1970-01-01 00:00:00.000002002,5438863982.88692,1744763.0,8.03279662527486,34.8,21.277,52.373,74.88500213623044,3117.250871830111,1.744763,5.43886398288692,True,False,4.341824809063717
Botswana,1970-01-01 00:00:00.000002003,7511582173.37724,1775736.0,9.18990265632739,33.9,23.8,52.851,81.1900024414062,4230.123269099258,1.775736,7.51158217337724,True,False,4.063091784106779
