country,date,gdp,population,inflation,poverty,unemployment,life_expectancy,literacy
Rwanda,1970-01-01 00:00:00.000001976,637753853.133788,4745954.0,7.1658615138318,65.71666666666667,11.898800000000001,45.312,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001977,746650613.044475,4888240.0,13.6551465066428,65.71666666666667,11.898800000000001,45.579,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001978,905709076.434772,5035171.0,13.2705337973878,65.71666666666667,11.898800000000001,46.165,38.2400016784668
Rwanda,1970-01-01 00:00:00.000001979,1109346130.96703,5189541.0,15.6733294423726,65.71666666666667,11.898800000000001,47.087,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001980,1254765641.53743,5353259.0,7.24939299325274,65.71666666666667,11.898800000000001,48.122,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001981,1407062526.93345,5527230.0,6.4506644718119,65.71666666666667,11.898800000000001,49.216,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001982,1407243139.27274,5711549.0,12.5651365334134,65.71666666666667,11.898800000000001,50.188,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001983,1479687586.9621,5905311.0,6.59300214307078,65.71666666666667,11.898800000000001,50.944,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001984,1587413083.94118,6107627.0,5.36957038827376,65.71666666666667,11.898800000000001,51.445,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001985,1715626330.61697,6317228.0,1.75933005651688,65.71666666666667,11.898800000000001,51.704,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001986,1944710683.89669,6531881.0,-1.11706657280676,65.71666666666667,11.898800000000001,51.706,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001987,2157432667.64396,6749493.0,4.13301490809125,65.71666666666667,11.898800000000001,51.465,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001988,2395492686.81271,6968071.0,2.97864355658034,65.71666666666667,11.898800000000001,50.914,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001989,2405022593.08283,7184706.0,1.01027824831114,65.71666666666667,11.898800000000001,49.485,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001990,2550185679.11415,7375307.0,4.18576372649948,65.71666666666667,11.898800000000001,47.763,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001991,1911600236.67461,7526966.0,19.6371658148373,65.71666666666667,12.335,46.243,57.8499984741211
Rwanda,1970-01-01 00:00:00.000001992,2029026961.55894,7683266.0,9.56041187600816,65.71666666666667,12.114,44.397,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001993,1971525711.83511,7981132.0,12.3543887630448,65.71666666666667,12.155,42.937,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001994,753636370.454545,6792352.0,7.489975100689005,65.71666666666667,12.236,12.158,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001995,1293535193.49248,5674118.0,7.489975100689005,65.71666666666667,11.938,41.518,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001996,1382334879.40812,6708764.0,7.41137173526642,65.71666666666667,11.507,42.486,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001997,1851558197.31088,7755238.0,12.0154225195686,65.71666666666667,11.087,41.978,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001998,1989343546.17594,8081681.0,6.2100670945581,65.71666666666667,11.255,43.099,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001999,2157108262.84452,8147912.0,-2.40593209742259,65.71666666666667,11.569,45.749,66.51750135421753
Rwanda,1970-01-01 00:00:00.000002000,2068836754.37431,8213931.0,3.89952980284712,82.3,11.699,47.798,64.8899993896484
Rwanda,1970-01-01 00:00:00.000002001,1966600715.49841,8287094.0,3.34285506749409,65.71666666666667,11.732,49.49,66.51750135421753
Rwanda,1970-01-01 00:00:00.000002002,1966003468.49117,8400180.0,1.99258542453993,65.71666666666667,11.432,51.262,66.51750135421753
Rwanda,1970-01-01 00:00:00.000002003,2138237278.73822,8586875.0,7.44970014007366,65.71666666666667,11.658,53.529,66.51750135421753
Rwanda,1970-01-01 00:00:00.000002004,2376496067.01198,8816844.0,12.2507102894391,65.71666666666667,11.699,55.52,66.51750135421753
Rwanda,1970-01-01 00:00:00.000002005,2933819766.17656,9054528.0,9.01408918092339,74.2,11.842,56.968,66.51750135421753
Rwanda,1970-01-01 00:00:00.000002006,3274207945.36553,9299246.0,8.88282654777923,65.71666666666667,11.586,58.342,66.51750135421753
Rwanda,1970-01-01 00:00:00.000002007,4017977506.55904,9549933.0,9.08072205873158,65.71666666666667,11.58,59.504,66.51750135421753
Rwanda,1970-01-01 00:00:00.000002008,5120655375.24365,9804269.0,15.4382138709255,65.71666666666667,11.517,60.641,66.51750135421753
Rwanda,1970-01-01 00:00:00.000002009,5603399014.71331,10060432.0,12.9443978401712,65.71666666666667,11.625,61.813,66.51750135421753
Rwanda,1970-01-01 00:00:00.000002010,6052276077.6354,10317553.0,-0.246128693436934,70.2,11.637,62.804,66.51750135421753
Rwanda,1970-01-01 00:00:00.000002011,6802676033.65947,10573733.0,3.0801706924026,65.71666666666667,11.756,63.476,66.51750135421753
Rwanda,1970-01-01 00:00:00.000002012,7556673275.95438,10829901.0,10.2710182318876,65.71666666666667,11.671,64.189,68.3300018310547
